season,gameId,team,playerId,playerPosition,period,startTimeSeconds,endTimeSeconds,startGameTimeSeconds,endGameTimeSeconds
2024,2024020057,away,8479420,C,2,38,111,1238,1311
2024,2024020057,away,8479420,C,2,309,354,1509,1554
2024,2024020057,away,8479420,C,2,450,498,1650,1698
2024,2024020057,away,8479420,C,2,517,552,1717,1752
2024,2024020057,away,8479420,C,2,659,725,1859,1925
2024,2024020057,away,8479420,C,2,812,866,2012,2066
2024,2024020057,away,8479420,C,2,1023,1073,2223,2273
2024,2024020057,away,8479420,C,3,0,39,2400,2439
2024,2024020057,away,8479420,C,3,206,264,2606,2664
2024,2024020057,away,8479420,C,3,400,463,2800,2863
2024,2024020057,away,8479420,C,3,578,616,2978,3016
2024,2024020057,away,8479420,C,3,709,737,3109,3137
2024,2024020057,away,8479420,C,3,825,870,3225,3270
2024,2024020057,away,8479420,C,3,896,949,3296,3349
2024,2024020057,away,8479420,C,3,1035,1079,3435,3479
2024,2024020057,away,8479420,C,3,1154,1200,3554,3600
2024,2024020057,away,8479420,C,4,0,43,3600,3643
2024,2024020057,home,8479996,C,1,96,135,96,135
2024,2024020057,home,8479996,C,1,284,305,284,305
2024,2024020057,home,8479996,C,1,428,483,428,483
2024,2024020057,home,8479996,C,1,693,717,693,717
2024,2024020057,home,8479996,C,1,897,952,897,952
2024,2024020057,home,8479996,C,2,62,110,1262,1310
2024,2024020057,home,8479996,C,2,498,517,1698,1717
2024,2024020057,home,8479996,C,2,717,758,1917,1958
2024,2024020057,home,8479996,C,2,920,973,2120,2173
2024,2024020057,home,8479996,C,3,225,273,2625,2673
2024,2024020057,home,8479996,C,3,513,575,2913,2975
2024,2024020057,home,8479996,C,3,704,737,3104,3137
2024,2024020057,away,8480035,D,1,19,43,19,43
2024,2024020057,away,8480035,D,1,150,188,150,188
2024,2024020057,away,8480035,D,1,259,284,259,284
2024,2024020057,away,8480035,D,1,356,420,356,420
2024,2024020057,away,8480035,D,1,568,593,568,593
2024,2024020057,away,8480035,D,1,639,661,639,661
2024,2024020057,away,8480035,D,1,693,729,693,729
2024,2024020057,away,8480035,D,1,830,885,830,885
2024,2024020057,away,8480035,D,1,968,1017,968,1017
2024,2024020057,away,8480035,D,1,1147,1195,1147,1195
2024,2024020057,away,8480035,D,2,36,62,1236,1262
2024,2024020057,away,8480035,D,2,132,219,1332,1419
2024,2024020057,away,8480035,D,2,309,400,1509,1600
2024,2024020057,away,8480035,D,2,498,517,1698,1717
